affiliate,name,CISNC_school,code,county,city,full_address,Longitude,Latitude,district,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
CIS of Northwest North Carolina,Stony Point Elementary,yes,20320,Alexander,Stony Point,"311 Stony Point School Road, Stony Point, NC 28678",-81.0468615,35.8692561,Alexander County Schools,Northwest,Y,60.3,C,Met,63.9,N/A
N/A,Elizabeth City Middle,no,700308,Pasquotank,Elizabeth City,"1066 Northside Road, Elizabeth City, NC 27909",-76.2710426,36.3679416,Pasquotank County Schools,Northeast,Y,67,D,Not Met,41.2,N/A
N/A,Pasquotank Elementary,no,700318,Pasquotank,Elizabeth City,"1407 Peartree Rd, Elizabeth City, NC 27909",-76.2243629,36.2835366,Pasquotank County Schools,Northeast,Y,53,F,Met,25.5,N/A
N/A,Pasquotank County High,no,700319,Pasquotank,Elizabeth City,"1064 Northside Road, Elizabeth City, NC 27909",-76.2735096,36.3654528,Pasquotank County Schools,Northeast,N,57.1,D,Not Met,30.3,80.7
N/A,P W Moore Elementary,no,700320,Pasquotank,Elizabeth City,"606 Roanoke Ave, Elizabeth City, NC 27909",-76.2286296,36.2897577,Pasquotank County Schools,Northeast,Y,66.3,F,Not Met,30.1,N/A
CIS of Northwest North Carolina,North Wilkesboro Elementary School,yes,970360,Wilkes,North Wilkesboro,"200 Flint Hill Rd, North Wilkesboro, NC 28659",-81.140448,36.178693,Wilkes County Schools,Northwest,Y,59.8,C,Exceeded,59,N/A
CIS of Northwest North Carolina,Ashe County Middle School,yes,50305,Ashe,Warrensville,"255 Northwest Lane, Warrensville, NC 28693",-81.509979,36.462739,Ashe County Schools,Northwest,N,55.4,B,Met,72,N/A
CIS of Northwest North Carolina,Traphill Elementary School,yes,970376,Wilkes,Traphill,"9794 Traphill Rd, Traphill, NC 28685",-81.028789,36.34727,Wilkes County Schools,Northwest,Y,52.2,C,Met,61.2,N/A
CIS of Northwest North Carolina,Piney Creek School,yes,30316,Alleghany,Piney Creek,"559 Piney Creek Sch Road, Piney Creek, NC 28663",-81.304084,36.547357,Alleghany County Schools,Northwest,Y,49.7,B,Exceeded,77.8,N/A
CIS of Northwest North Carolina,Moravian Falls Elementary School,yes,970340,Wilkes,Moravian Falls,"2001 Moravian Falls Rd, Moravian Falls, NC 28654",-81.1821781,36.0982128,Wilkes County Schools,Northwest,Y,48.3,B,Exceeded,76,N/A
CIS of Northwest North Carolina,Mulberry Elementary School,yes,970352,Wilkes,North Wilkesboro,"190 Mulberry School Rd, North Wilkesboro, NC 28659",-81.1789055,36.2364154,Wilkes County Schools,Northwest,Y,48.2,B,Met,67,N/A
CIS of Northwest North Carolina,C C Wright Elementary School,yes,970312,Wilkes,North Wilkesboro,"200 C C Wright School Road , North Wilkesboro, NC 28659",-81.1052277,36.1380109,Wilkes County Schools,Northwest,Y,46.9,C,Not Met,55,N/A
CIS of Northwest North Carolina,North Wilkes High School,yes,970356,Wilkes,Hays,"2986 Traphill Rd, Hays, NC 28635",-81.0983591,36.2824651,Wilkes County Schools,Northwest,N,46.6,B,Exceeded,58.9,83.2
CIS of Northwest North Carolina,Wittenburg Elementary,yes,20332,Alexander,Taylorsville,"7300 Church Road, Taylorsville, NC 28681",-81.2413853,35.8273613,Alexander County Schools,Northwest,Y,45.3,B,Met,70.5,N/A
CIS of Northwest North Carolina,Wilkes Central High School,yes,970390,Wilkes,Wilkesboro,"1179 Moravian Falls Rd, Wilkesboro, NC 28697",-81.1756953,36.1159631,Wilkes County Schools,Northwest,N,45.3,C,Not Met,48.7,90.4
CIS of Northwest North Carolina,Taylorsville Elementary,yes,20328,Alexander,Taylorsville,"100 7th Street SW, Taylorsville, NC 28681",-81.1828707,35.9203895,Alexander County Schools,Northwest,Y,43.2,B,Met,76.8,N/A
CIS of Northwest North Carolina,Ellendale Elementary School,yes,20308,Alexander,Taylorsville,"175 Ellendale Park Lane, Taylorsville, NC 28681",-81.2789738,35.9280489,Alexander County Schools,Northwest,Y,41.8,B,Met,67.4,N/A
CIS of Northwest North Carolina,East Wilkes High School,yes,970320,Wilkes,Ronda,"13315 Elkin Hwy 268, Ronda, NC 28670",-80.9275798,36.2268971,Wilkes County Schools,Northwest,N,41.3,B,Met,53.7,90.2
CIS of Northwest North Carolina,Mountain View Elementary School,yes,970348,Wilkes,Hays,"5464 Mountain View Rd, Hays, NC 28635",-81.1160644,36.2486906,Wilkes County Schools,Northwest,Y,40.7,C,Exceeded,52.2,N/A
CIS of Northwest North Carolina,Central Wilkes Middle School,yes,970315,Wilkes,Moravian Falls,"3541 North Old North Carolina Highway 16 , Moravian Falls, NC 28654",-81.1771787,36.0939615,Wilkes County Schools,Northwest,N,40.6,C,Met,59.9,N/A
CIS of Northwest North Carolina,Millers Creek Elementary School,yes,970337,Wilkes,Millers Creek,"4320 North NC Hwy 16, Millers Creek, NC 28651",-81.2437256,36.2069166,Wilkes County Schools,Northwest,Y,39.5,C,Met,60.4,N/A
CIS of Northwest North Carolina,North Wilkes Middle School,yes,970358,Wilkes,North Wilkesboro,"2776 Yellow Banks Road, North Wilkesboro, NC 28659",-81.1498353,36.2631367,Wilkes County Schools,Northwest,N,38,C,Not Met,50.8,N/A
N/A,"North Elementary, Roxboro",no,730334,Person,Roxboro,"260 Henderson Rd, Roxboro, NC 27573",-78.9662297,36.4070011,Person County Schools,North Central,Y,83,D,Exceeded,36.8,N/A
N/A,Northern Middle,no,730344,Person,Roxboro,"1935 Carver Dr, Roxboro, NC 27574",-78.9780474,36.4282915,Person County Schools,North Central,N,71.4,D,Not Met,47.3,N/A
N/A,"South Elementary, Roxboro",no,730356,Person,Roxboro,"1333 Hurdle Mills Rd, Roxboro, NC 27573",-78.9887612,36.375394,Person County Schools,North Central,Y,62.9,D,Met,37.6,N/A
N/A,Belvoir Elementary,no,740310,Pitt,Greenville,"2568 NC 33 West, Greenville, NC 27834",-77.41742,35.668157,Pitt County Schools,Northeast,Y,75.2,D,Met,42.2,N/A
N/A,C M Eppes Middle,no,740324,Pitt,Greenville,"1100 South Elm Street, Greenville, NC 27858",-77.361208,35.599343,Pitt County Schools,Northeast,Y,76.6,D,Not Met,43.4,N/A
N/A,Falkland Elementary,no,740334,Pitt,Greenville,"503 NC 121, Greenville, NC 27834",-77.486723,35.669671,Pitt County Schools,Northeast,Y,78.7,D,Exceeded,35.1,N/A
N/A,Grifton,no,740352,Pitt,Grifton,"513 E McCrae St, Grifton, NC 28530",-77.4319478,35.3722711,Pitt County Schools,Northeast,Y,70.6,D,Met,43.6,N/A
N/A,Lakeforest Elementary,no,740368,Pitt,Greenville,"3300 Briarcliff Drive, Greenville, NC 27834",-77.4209273,35.5921482,Pitt County Schools,Northeast,Y,74.4,D,Not Met,43.2,N/A
N/A,"Northwest Elementary, Greenville",no,740375,Pitt,Greenville,"1471 Holland Road, Greenville, NC 27834",-77.4779948,35.737998,Pitt County Schools,Northeast,Y,77.8,D,Met,35.3,N/A
N/A,Vidant Health,no,740378,Pitt,Greenville,"400 Spruce Street, Greenville, NC 27834",-77.3840456,35.6087744,Pitt County Schools,Northeast,N,65.4,F,Not Available,11.8,N/A
N/A,South Greenville Elementary,no,740390,Pitt,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Pitt County Schools,Northeast,Y,90.8,F,Met,21.3,N/A
N/A,Wahl Coates Elementary,no,740400,Pitt,Greenville,"2200 E 5th St, Greenville, NC 27858",-77.348248,35.605798,Pitt County Schools,Northeast,Y,78.6,D,Met,42.6,N/A
N/A,Ignite Innovation Academy - Pitt,no,74B000,Pitt,Greenville,"901 Staton Rd, Suite 204, Greenville, NC 27834",-77.3517483,35.652919,Charter Schools,Northeast,Y,47.8,F,Not Met,18.6,N/A
N/A,East Carolina Laboratory School,no,74Z000,Pitt,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Lab Schools,Northeast,Y,52.6,F,Met,6.8,N/A
CIS of Northwest North Carolina,West Wilkes Middle School,yes,970389,Wilkes,Wilkesboro,"1677 North NC Hwy 16, Wilkesboro, NC 28697",-81.2411836,36.1694871,Wilkes County Schools,Northwest,N,36.4,B,Met,64.2,N/A
CIS of Northwest North Carolina,West Wilkes High School,yes,970388,Wilkes,Millers Creek,"6598 Boone Trail, Millers Creek, NC 28651",-81.2596211,36.1858833,Wilkes County Schools,Northwest,N,36.3,B,Met,57.7,87.8
CIS of Northwest North Carolina,Roaring River Elementary School,yes,970368,Wilkes,Roaring River,"283 White Plains Rd, Roaring River, NC 28669",-81.0033584,36.2079466,Wilkes County Schools,Northwest,Y,35.1,C,Met,61.7,N/A
CIS of Northwest North Carolina,Mount Pleasant Elementary School,yes,970344,Wilkes,Ferguson,"532 Champion Mt Pleasant Rd, Ferguson, NC 28624",-81.3258015,36.1491173,Wilkes County Schools,Northwest,Y,34.1,C,Met,66.4,N/A
CIS of Northwest North Carolina,Wilkesboro Elementary School,yes,970392,Wilkes,Wilkesboro,"1248 School St, Wilkesboro, NC 28697",-81.176487,36.13371,Wilkes County Schools,Northwest,Y,32.5,B,Exceeded,62.4,N/A
CIS of Northwest North Carolina,C B Eller Elementary School,yes,970310,Wilkes,Elkin,"1288 Cb Eller School Road , Elkin, NC 28621",-80.889261,36.276196,Wilkes County Schools,Northwest,Y,32.2,B,Not Met,75,N/A
CIS of Northwest North Carolina,East Wilkes Middle School,yes,970322,Wilkes,Ronda,"2202 Macedonia Church Road, Ronda, NC 28670",-80.9320924,36.2470078,Wilkes County Schools,Northwest,N,30,B,Exceeded,63.3,N/A
CIS of Northwest North Carolina,Wilkes Early College High School,yes,970393,Wilkes,Wilkesboro,"1328 S Collegiate Dr, Wilkesboro, NC 28697",-81.1827759,36.137136,Wilkes County Schools,Northwest,N,27.9,A,Exceeded,95,89.4
CIS of Northwest North Carolina,Ronda-Clingman Elementary School,yes,970370,Wilkes,Ronda,"316 Ronda-Clingman School Rd, Ronda, NC 28670",-80.934479,36.205139,Wilkes County Schools,Northwest,Y,26.5,B,Met,65.7,N/A
CIS of Randolph County,North Asheboro Middle,yes,761336,Randolph,Asheboro,"1861 N Asheboro School Rd, Asheboro, NC 27203",-79.822296,35.744645,Asheboro City Schools,Piedmont-Triad,Y,88.5,C,Met,46.5,N/A
CIS of Randolph County,Charles W McCrary Elementary,yes,761320,Randolph,Asheboro,"400 Ross St, Asheboro, NC 27203",-79.8180288,35.7128176,Asheboro City Schools,Piedmont-Triad,Y,88.4,C,Exceeded,46.6,N/A
CIS of Randolph County,Balfour Elementary,yes,761312,Randolph,Asheboro,"2097 N Asheboro School Rd, Asheboro, NC 27203",-79.8216787,35.7457357,Asheboro City Schools,Piedmont-Triad,Y,86.2,C,Exceeded,60.2,N/A
CIS of Randolph County,Donna L Loflin Elementary,yes,761321,Randolph,Asheboro,"405 S Park St, Asheboro, NC 27203",-79.8197816,35.7016371,Asheboro City Schools,Piedmont-Triad,Y,84.1,C,Met,45.3,N/A
CIS of Randolph County,Lindley Park Elementary,yes,761332,Randolph,Asheboro,"312 Cliff Rd, Asheboro, NC 27203",-79.8069984,35.7020689,Asheboro City Schools,Piedmont-Triad,Y,72.5,C,Met,53.5,N/A
CIS of Randolph County,Randleman Elementary,yes,760344,Randolph,Randleman,"100 Swaim St, Randleman, NC 27317",-79.8008688,35.8095834,Randolph County Schools,Piedmont-Triad,Y,70.7,C,Met,58.1,N/A
CIS of Randolph County,Southeastern Randolph Middle,yes,760357,Randolph,Ramseur,"5302 Foushee Rd, Ramseur, NC 27316",-79.6349089,35.728567,Randolph County Schools,Piedmont-Triad,N,69.4,D,Not Met,40.1,N/A
CIS of Randolph County,South Asheboro Middle,yes,761308,Randolph,Asheboro,"523 W Walker Ave, Asheboro, NC 27203",-79.8212427,35.6896918,Asheboro City Schools,Piedmont-Triad,Y,67.2,C,Not Met,55.4,N/A
CIS of Randolph County,Tabernacle Elementary,yes,760364,Randolph,Asheboro,"4901 Tabernacle School Rd, Asheboro, NC 27205",-79.965637,35.733883,Randolph County Schools,Piedmont-Triad,Y,67.1,B,Exceeded,64.6,N/A
CIS of Randolph County,Guy B Teachey Elementary,yes,761328,Randolph,Asheboro,"294 Newbern Ave, Asheboro, NC 27205",-79.8089247,35.6735111,Asheboro City Schools,Piedmont-Triad,Y,66.7,B,Met,65.9,N/A
CIS of Randolph County,Liberty Elementary,yes,760332,Randolph,Liberty,"206 N Fayetteville St, Liberty, NC 27298",-79.570385,35.855369,Randolph County Schools,Piedmont-Triad,Y,66.1,D,Met,39.4,N/A
CIS of Randolph County,Asheboro High,yes,761304,Randolph,Asheboro,"1221 S Park St, Asheboro, NC 27203",-79.8186435,35.689799,Asheboro City Schools,Piedmont-Triad,N,66.1,B,Met,55.6,88.3
CIS of Randolph County,Randleman Middle,yes,760352,Randolph,Randleman,"800 High Point St, Randleman, NC 27317",-79.819674,35.8249473,Randolph County Schools,Piedmont-Triad,N,65,C,Exceeded,52.2,N/A
CIS of Randolph County,Coleridge Elementary,yes,760316,Randolph,Ramseur,"4528 NC Hwy 22 South, Ramseur, NC 27316",-79.6177607,35.6444468,Randolph County Schools,Piedmont-Triad,Y,64.6,C,Met,54.6,N/A
CIS of Randolph County,Franklinville Elementary,yes,760324,Randolph,Franklinville,"162 Pine St, Franklinville, NC 27248",-79.693213,35.747311,Randolph County Schools,Piedmont-Triad,Y,62.9,D,Not Met,50,N/A
CIS of Randolph County,Southmont Elementary,yes,760359,Randolph,Asheboro,"2497 Southmont School Road, Asheboro, NC 27205",-79.834551,35.6455032,Randolph County Schools,Piedmont-Triad,Y,62.8,C,Met,53,N/A
CIS of Randolph County,Archdale Elementary,yes,760304,Randolph,Archdale,"207 Trindale Rd, Archdale, NC 27263",-79.9752,35.912816,Randolph County Schools,Piedmont-Triad,Y,62,B,Met,71.3,N/A
CIS of Randolph County,Seagrove Elementary,yes,760356,Randolph,Seagrove,"528 Old Plank Rd, Seagrove, NC 27341",-79.7759957,35.544885,Randolph County Schools,Piedmont-Triad,Y,61.6,C,Met,60.5,N/A
CIS of Randolph County,Southwestern Randolph Middle,yes,760360,Randolph,Asheboro,"1509 Hopewell Friends Rd, Asheboro, NC 27205",-79.866718,35.622592,Randolph County Schools,Piedmont-Triad,N,60.1,C,Not Met,51.3,N/A
CIS of Randolph County,Trinity Elementary,yes,760376,Randolph,Trinity,"5457 Braxton Craven Rd, Trinity, NC 27370",-79.984278,35.893227,Randolph County Schools,Piedmont-Triad,Y,60,B,Exceeded,68,N/A
CIS of Randolph County,Level Cross Elementary,yes,760331,Randolph,Randleman,"5417 Old Greensboro Road, Randleman, NC 27317",-79.7908853,35.8584793,Randolph County Schools,Piedmont-Triad,Y,57.3,C,Met,59.2,N/A
CIS of Randolph County,Farmer Elementary,yes,760320,Randolph,Asheboro,"3557 Grange Hall Rd, Asheboro, NC 27205",-79.971027,35.641768,Randolph County Schools,Piedmont-Triad,Y,56.5,C,Met,53.6,N/A
CIS of Randolph County,Trindale Elementary,yes,760368,Randolph,Archdale,"400 Balfour Dr, Archdale, NC 27263",-79.9634223,35.9012214,Randolph County Schools,Piedmont-Triad,Y,56.1,B,Exceeded,70.5,N/A
CIS of Randolph County,Ramseur Elementary,yes,760340,Randolph,Ramseur,"6755 Jordan Road, Ramseur, NC 27316",-79.6536069,35.738977,Randolph County Schools,Piedmont-Triad,Y,55.9,C,Met,62.3,N/A
CIS of Randolph County,New Market Elementary,yes,760336,Randolph,Sophia,"6096 US Hwy 311, Sophia, NC 27350",-79.865819,35.832616,Randolph County Schools,Piedmont-Triad,Y,55.7,C,Met,55.3,N/A
CIS of Randolph County,Randleman High,yes,760348,Randolph,Randleman,"4396 Tigers Den Rd, Randleman, NC 27317",-79.8209494,35.8265666,Randolph County Schools,Piedmont-Triad,N,54.4,C,Met,48.1,89.6
CIS of Randolph County,Grays Chapel Elementary,yes,760328,Randolph,Franklinville,"5322 NC Hwy 22 N, Franklinville, NC 27248",-79.699221,35.820788,Randolph County Schools,Piedmont-Triad,Y,52.5,C,Not Met,66.3,N/A
N/A,Southside Ashpole Elementary,no,295300,Robeson,Rowland,"607 N Martin Luther King Jr Exd, Rowland, NC 28383",-79.2927578,34.5415293,Innovative School District,Sandhills,Y,78,F,Not Met,21.5,N/A
N/A,Deep Branch Elementary,no,780320,Robeson,Lumberton,"4045 Deep Branch Road, Lumberton, NC 28360",-79.146015,34.630379,Robeson County Schools,Sandhills,Y,90.4,D,Met,40.3,N/A
N/A,Fairgrove Middle,no,780324,Robeson,Fairmont,"1953 Fairgrove Sch Road, Fairmont, NC 28340",-79.1741651,34.493302,Robeson County Schools,Sandhills,Y,83.5,D,Not Met,33.9,N/A
N/A,Fairmont Middle,no,780326,Robeson,Fairmont,"402 Iona St, Fairmont, NC 28340",-79.1177842,34.4979328,Robeson County Schools,Sandhills,Y,89.3,F,Not Met,25,N/A
N/A,Janie C Hargrave Elem,no,780329,Robeson,Lumberton,"100 Hargrave St, Lumberton, NC 28358",-78.9877348,34.6142796,Robeson County Schools,Sandhills,Y,88.5,D,Met,35.3,N/A
N/A,Littlefield Middle,no,780336,Robeson,Lumberton,"9674 NC Hwy 41 N, Lumberton, NC 28358",-78.9170282,34.6453036,Robeson County Schools,Sandhills,Y,74.5,D,Not Met,46,N/A
CIS of Randolph County,Northeastern Randolph Middle,yes,760338,Randolph,Liberty,"3493 Ramseur Julian Road, Liberty, NC 27298",-79.6461755,35.8231744,Randolph County Schools,Piedmont-Triad,N,50.3,C,Not Met,54.8,N/A
N/A,Orrum Middle,no,780352,Robeson,Orrum,"1684 South Creek Road, Orrum, NC 28369",-79.0100263,34.4651631,Robeson County Schools,Sandhills,Y,83.3,F,Not Met,25.6,N/A
N/A,Oxendine Elementary,no,780356,Robeson,Maxton,"5599 Oxendine School Rd, Maxton, NC 28364",-79.2591675,34.8060072,Robeson County Schools,Sandhills,Y,85.9,D,Exceeded,42.4,N/A
N/A,Parkton Elementary,no,780360,Robeson,Parkton,"400 North Green Street, Parkton, NC 28371",-79.0068072,34.9038827,Robeson County Schools,Sandhills,Y,80.8,D,Not Met,33.3,N/A
N/A,Pembroke Elementary,no,780364,Robeson,Pembroke,"505 South Jones Street, Pembroke, NC 28372",-79.1934718,34.6747625,Robeson County Schools,Sandhills,Y,83.4,D,Met,42.9,N/A
N/A,Pembroke Middle,no,780368,Robeson,Pembroke,"8910 Deep Branch Road, Pembroke, NC 28372",-79.2114532,34.6746591,Robeson County Schools,Sandhills,Y,85.2,D,Not Met,33.8,N/A
N/A,Peterson Elementary,no,780374,Robeson,Red Springs,"102 Phillips Ave, Red Springs, NC 28377",-79.1896812,34.8115431,Robeson County Schools,Sandhills,Y,81,D,Not Met,38.7,N/A
N/A,"Piney Grove Elementary, Lumberton",no,780376,Robeson,Lumberton,"1680 Piney Grove Road, Lumberton, NC 28358",-79.0375212,34.6854023,Robeson County Schools,Sandhills,Y,87.9,D,Not Met,39.2,N/A
CIS of Randolph County,Uwharrie Ridge Six-Twelve,yes,760382,Randolph,Trinity,"1463 Pleasant Union Road, Trinity, NC 27370",-79.9911257,35.718544,Randolph County Schools,Piedmont-Triad,N,50,D,Not Met,44,N/A
N/A,R B Dean Elementary,no,780390,Robeson,Maxton,"202 S Hooper St, Maxton, NC 28364",-79.3448173,34.7325148,Robeson County Schools,Sandhills,Y,85,D,Met,33.9,N/A
CIS of Randolph County,Southwestern Randolph High,yes,760358,Randolph,Asheboro,"1641 Hopewell Friends Rd, Asheboro, NC 27205",-79.870065,35.6235497,Randolph County Schools,Piedmont-Triad,N,47.7,B,Met,49.3,86.1
N/A,Rex-Rennert Elementary,no,780392,Robeson,Shannon,"11780 Rennert Road, Shannon, NC 28386",-79.088569,34.8439445,Robeson County Schools,Sandhills,Y,81.3,D,Met,22.7,N/A
CIS of Randolph County,Braxton Craven Middle,yes,760308,Randolph,Trinity,"7037 NC Highway 62, Trinity, NC 27370",-79.9925544,35.8937115,Randolph County Schools,Piedmont-Triad,N,46.2,C,Not Met,67,N/A
N/A,Rosenwald Elementary,no,780394,Robeson,Fairmont,"301 Martin L King Dr, Fairmont, NC 28340",-79.1195718,34.5033361,Robeson County Schools,Sandhills,Y,91.9,D,Met,32.7,N/A
N/A,Rowland Middle,no,780396,Robeson,Rowland,"408 W Chapel St, Rowland, NC 28383",-79.2965095,34.5405367,Robeson County Schools,Sandhills,Y,88.7,D,Exceeded,29.2,N/A
N/A,Saint Pauls Elementary,no,780400,Robeson,Saint Pauls,"222 Martin Luther King Drive, Saint Pauls, NC 28384",-78.9619671,34.8074799,Robeson County Schools,Sandhills,Y,78.4,D,Not Met,34,N/A
N/A,South Robeson High,no,780402,Robeson,Rowland,"3268 South Robeson Rd, Rowland, NC 28383",-79.2532334,34.5453638,Robeson County Schools,Sandhills,Y,83.2,D,Not Met,19.4,90.8
N/A,Saint Pauls Middle,no,780403,Robeson,Saint Pauls,"526 W Shaw St, Saint Pauls, NC 28384",-78.9760605,34.8115372,Robeson County Schools,Sandhills,Y,78.8,D,Exceeded,39.2,N/A
N/A,Townsend Middle,no,780410,Robeson,Maxton,"105 Carolina Street, Maxton, NC 28364",-79.3524002,34.7328579,Robeson County Schools,Sandhills,Y,82.9,F,Met,19,N/A
N/A,Union Chapel Elementary,no,780412,Robeson,Pembroke,"4271 Union Chapel Road, Pembroke, NC 28372",-79.134113,34.712807,Robeson County Schools,Sandhills,Y,81.5,D,Not Met,37.6,N/A
N/A,W H Knuckles,no,780417,Robeson,Lumberton,"1520 Martin L King Dr, Lumberton, NC 28358",-79.022684,34.610642,Robeson County Schools,Sandhills,Y,95,D,Met,36.1,N/A
CIS of Randolph County,Archdale-Trinity Middle,yes,760378,Randolph,Trinity,"5105 Archdale Road, Trinity, NC 27370",-79.9541564,35.8859827,Randolph County Schools,Piedmont-Triad,N,46,C,Not Met,54.3,N/A
CIS of Randolph County,Hopewell Elementary,yes,760329,Randolph,Trinity,"6294 Welborn Road, Trinity, NC 27370",-80.0085799,35.8627377,Randolph County Schools,Piedmont-Triad,N,45.3,B,Met,78.4,N/A
CIS of Randolph County,Trinity High,yes,760380,Randolph,Trinity,"5746 Trinity High School Rd, Trinity, NC 27370",-79.9979648,35.8938723,Randolph County Schools,Piedmont-Triad,N,43.2,B,Exceeded,63.1,88.6
CIS of Randolph County,John R Lawrence Elementary,yes,760330,Randolph,High Point,"6068 Suits Road , High Point, NC 27263",-79.9249834,35.8897995,Randolph County Schools,Piedmont-Triad,N,42.1,B,Met,69.7,N/A
N/A,Leaksville-Spray Elementary,no,790344,Rockingham,Eden,"415 Highland Dr, Eden, NC 27288",-79.7581248,36.4926704,Rockingham County Schools,Piedmont-Triad,Y,62.8,D,Not Met,48.7,N/A
N/A,South End Elementary,no,790386,Rockingham,Reidsville,"1307 South Park Drive, Reidsville, NC 27320",-79.667871,36.343707,Rockingham County Schools,Piedmont-Triad,Y,55.1,D,Not Met,43.8,N/A
CIS of Randolph County,Wheatmore High,yes,760388,Randolph,Trinity,"3678 Finch Farm Rd, Trinity, NC 27370",-80.0068526,35.8292659,Randolph County Schools,Piedmont-Triad,N,31.4,B,Met,59.9,91.2
N/A,Moss Street Partnership School,no,79Z000,Rockingham,Reidsville,"419 Moss St, Reidsville, NC 27320",-79.6794154,36.3655388,Lab Schools,Piedmont-Triad,Y,63.4,F,Not Met,14.6,N/A
CIS of Robeson County,Lumberton Junior High,yes,780341,Robeson,Lumberton,"82 Marion Rd, Lumberton, NC 28358",-79.0317511,34.6049535,Robeson County Schools,Sandhills,Y,83.4,F,Not Met,23.6,N/A
N/A,"Erwin Middle, Salisbury",no,800314,Rowan,Salisbury,"170 St Luke's Church Rd, Salisbury, NC 28146",-80.423273,35.595013,Rowan-Salisbury Schools,Southwest,N,51.6,D,Not Met,41.7,N/A
N/A,China Grove Elementary,no,800316,Rowan,China Grove,"514 South Franklin St, China Grove, NC 28023",-80.5857641,35.5673252,Rowan-Salisbury Schools,Southwest,Y,35.7,D,Met,42.9,N/A
N/A,Corriher Lipe Middle,no,800328,Rowan,Landis,"214 West Rice St, Landis, NC 28088",-80.614895,35.5464994,Rowan-Salisbury Schools,Southwest,N,60.6,D,Not Met,43.7,N/A
CIS of Robeson County,Magnolia Elementary,yes,780344,Robeson,Lumberton,"10928 US 301 North, Lumberton, NC 28360",-79.003576,34.711353,Robeson County Schools,Sandhills,Y,82.3,C,Exceeded,45.1,N/A
CIS of Robeson County,L Gilbert Carroll Middle,yes,780330,Robeson,Lumberton,"300 Bailey Rd, Lumberton, NC 28358",-79.0091165,34.6591822,Robeson County Schools,Sandhills,Y,81.6,D,Not Met,43.4,N/A
N/A,Knollwood Elementary,no,800362,Rowan,Salisbury,"3075 Shue Rd, Salisbury, NC 28147",-80.57549,35.615963,Rowan-Salisbury Schools,Southwest,Y,37,D,Met,39.3,N/A
CIS of Robeson County,Red Springs Middle,yes,780393,Robeson,Red Springs,"302 W Second Avenue, Red Springs, NC 28377",-79.1859109,34.8198996,Robeson County Schools,Sandhills,Y,77.8,D,Met,27.5,N/A
N/A,North Rowan Elementary,no,800373,Rowan,Spencer,"600 Charles St, Spencer, NC 28159",-80.4283056,35.7025707,Rowan-Salisbury Schools,Southwest,Y,46.1,F,Met,24.4,N/A
N/A,North Rowan High,no,800376,Rowan,Spencer,"300 North Whitehead Ave, Spencer, NC 28159",-80.4294357,35.6973332,Rowan-Salisbury Schools,Southwest,N,69.8,D,Not Met,20.6,83.8
CIS of Robeson County,Red Springs High,yes,780391,Robeson,Red Springs,"509 N Vance Street, Red Springs, NC 28377",-79.1866101,34.8231547,Robeson County Schools,Sandhills,Y,77.3,C,Exceeded,39.7,80.3
N/A,Salisbury High,no,800396,Rowan,Salisbury,"500 Lincolnton Rd, Salisbury, NC 28144",-80.4851398,35.6646335,Rowan-Salisbury Schools,Southwest,N,63.8,D,Not Met,29,77.8
N/A,"Southeast Middle, Salisbury",no,800398,Rowan,Salisbury,"1570 Peeler Rd, Salisbury, NC 28146",-80.508762,35.609832,Rowan-Salisbury Schools,Southwest,N,62.4,D,Not Met,39.6,N/A
N/A,West Rowan Middle,no,800410,Rowan,Salisbury,"5925 Statesville Blvd, Salisbury, NC 28147",-80.585417,35.7140916,Rowan-Salisbury Schools,Southwest,N,58.7,D,Not Met,43.5,N/A
CIS of Robeson County,CIS Academy,yes,78A000,Robeson,Pembroke,"818 West 3rd Street, Pembroke, NC 28372",-79.2037479,34.6864203,Charter Schools,Sandhills,Y,76.7,C,Exceeded,50.8,N/A
CIS of Robeson County,Purnell Swett High,yes,780420,Robeson,Pembroke,"11344 Deep Branch Road, Pembroke, NC 28372",-79.2467008,34.695558,Robeson County Schools,Sandhills,Y,74.8,C,Exceeded,42.5,84.9
CIS of Robeson County,Prospect Elementary,yes,780384,Robeson,Maxton,"4024 Missouri Road, Maxton, NC 28364",-79.2324041,34.7326052,Robeson County Schools,Sandhills,Y,74.4,C,Exceeded,47.1,N/A
N/A,Essie Mae Kiser Foxx Charter,no,80B000,Rowan,Spencer,"720 N. Long St., East Spencer, NC 28144",-80.4238428,35.6886107,Charter Schools,Southwest,Y,60,F,Met,9.5,N/A
N/A,Sampson Middle,no,821320,Sampson,Clinton,"1201 W Elizabeth St, Clinton, NC 28328",-78.333236,34.9736112,Clinton City Schools,Sandhills,Y,65.6,D,Not Met,49.7,N/A
N/A,Carver Middle,no,830304,Scotland,Laurel Hill,"18601 Fieldcrest Road, Laurel Hill, NC 28351",-79.5202088,34.8207073,Scotland County Schools,Sandhills,Y,75.2,D,Not Met,47.3,N/A
N/A,Covington Street Elementary,no,830312,Scotland,Laurinburg,"615 W Covington St, Laurinburg, NC 28352",-79.471804,34.772452,Scotland County Schools,Sandhills,Y,82.6,F,Not Met,27.7,N/A
